,0,Y,2,3,4,5,6,7,8,X
592,0.571,-0.063,-0.139,-0.277,0.953,-0.333,-0.579,-0.497,-0.737,-0.397
593,-0.721,-0.543,0.779,0.493,-0.995,0.911,0.457,-0.933,-0.769,0.121
594,-0.533,0.401,-0.185,0.173,-0.771,-0.113,-0.271,0.725,0.265,0.045
595,0.671,-0.907,-0.717,-0.679,0.705,-0.067,0.063,-0.471,-0.353,0.811
596,-0.247,0.595,0.003,-0.035,-0.707,-0.071,0.221,0.177,0.437,-0.685
597,-0.641,0.425,-0.547,0.299,-0.661,-0.085,-0.535,0.287,-0.193,-0.861
598,-0.219,0.913,0.565,-0.077,0.557,-0.587,-0.143,0.327,0.355,-0.853
599,-0.917,0.737,0.293,0.741,-0.461,0.657,0.889,0.551,0.201,-0.753
600,0.715,0.023,0.285,-0.377,-0.701,-0.457,-0.469,0.537,0.107,0.355
601,-0.341,-0.471,-0.105,0.715,-0.665,0.545,-0.741,-0.449,-0.483,0.423
602,-0.803,-0.589,-0.217,0.571,0.711,0.983,0.947,-0.615,-0.515,0.331
603,0.683,0.919,-0.571,-0.455,0.887,-0.873,-0.245,0.511,-0.231,-0.735
604,0.379,0.855,0.417,-0.985,-0.197,-0.661,0.909,0.277,0.995,-0.807
605,-0.937,-0.043,-0.523,0.819,-0.117,0.823,0.371,-0.441,-0.313,-0.263
606,0.141,-0.489,-0.491,-0.269,-0.523,0.111,-0.011,-0.991,-0.889,-0.197
607,0.497,0.039,-0.463,-0.793,0.861,-0.569,0.331,-0.233,0.163,0.065
608,0.917,-0.597,-0.807,-0.783,-0.183,-0.447,-0.369,-0.967,-0.863,0.061
609,-0.705,-0.269,-0.763,0.485,0.201,0.773,0.073,-0.189,0.145,-0.167
610,0.653,-0.727,0.091,-0.165,0.551,0.131,0.267,-0.137,0.227,0.921
611,0.057,0.193,0.737,-0.491,0.305,-0.141,0.731,-0.579,-0.057,-0.597
612,-0.929,0.317,-0.349,0.679,-0.553,0.795,0.775,0.099,-0.123,-0.233
613,-0.439,0.283,-0.977,-0.037,-0.543,0.355,0.323,-0.443,-0.709,-0.725
614,0.717,0.341,0.207,-0.775,-0.809,-0.915,-0.887,0.857,0.277,-0.585
615,0.223,0.985,0.951,-0.693,0.873,-0.631,0.987,0.673,0.569,-0.689
616,-0.957,0.585,-0.247,0.381,-0.265,0.627,0.845,0.559,0.723,-0.305
617,-0.123,-0.815,-0.935,-0.369,-0.379,0.425,0.591,-0.255,-0.187,0.929
618,0.177,0.553,0.651,-0.423,0.007,-0.531,-0.189,0.039,-0.131,-0.373
619,0.561,0.623,-0.671,-0.919,-0.683,-0.991,-0.545,0.855,0.807,-0.961
620,0.661,0.581,0.465,-0.765,0.487,-0.783,0.289,0.917,0.999,0.353
621,0.351,0.083,-0.215,0.327,0.341,-0.373,-0.921,0.325,0.991,-0.307
622,0.029,0.551,-0.705,0.579,-0.123,-0.429,-0.675,0.897,0.977,-0.943
623,-0.325,0.969,-0.475,-0.385,0.259,-0.451,0.867,0.977,0.793,-0.367
624,-0.107,0.047,0.513,-0.311,-0.385,-0.057,0.095,0.209,0.781,0.303
625,-0.469,0.561,0.067,0.509,-0.317,0.027,0.079,0.905,0.531,0.179
626,-0.655,0.923,0.973,0.289,0.547,-0.161,0.109,0.941,0.721,-0.699
627,-0.941,0.515,-0.433,0.645,0.125,0.467,0.509,0.991,0.365,0.113
628,0.929,0.335,-0.711,-0.819,0.791,-0.979,-0.861,0.575,0.385,-0.087
629,-0.637,0.191,-0.173,0.429,0.543,0.417,0.053,0.489,0.857,0.009
630,0.063,0.975,0.321,-0.629,0.789,-0.717,0.305,0.199,0.911,-0.949
631,0.949,-0.859,0.633,-0.957,-0.087,-0.407,-0.219,-0.833,-0.925,0.651
632,0.529,0.375,-0.939,0.377,-0.415,-0.565,-0.785,0.793,0.875,-0.621
633,0.103,-0.245,-0.361,0.085,-0.667,0.093,-0.397,-0.127,0.125,0.435
634,0.567,-0.965,-0.211,-0.327,-0.791,-0.035,0.389,-0.913,-0.825,0.997
635,0.275,-0.561,-0.239,0.015,0.387,0.191,-0.205,-0.605,0.153,0.107
636,-0.117,0.211,-0.213,0.797,-0.131,0.081,-0.167,0.459,0.551,0.347
637,0.025,-0.375,-0.827,0.167,-0.883,0.135,-0.837,-0.059,-0.335,0.871
638,-0.543,-0.761,-0.391,0.625,0.651,0.901,0.193,-0.975,-0.617,0.069
639,0.891,-0.143,0.393,-0.293,0.171,-0.799,-0.913,0.609,0.443,0.103
640,0.247,-0.791,0.385,0.237,-0.455,0.269,-0.233,-0.803,-0.717,0.979
641,0.523,-0.511,0.345,-0.143,0.781,-0.083,-0.289,-0.799,-0.487,0.081
642,-0.565,-0.303,0.931,0.129,-0.767,0.393,-0.819,0.353,0.537,-0.231
643,-0.129,-0.033,0.919,0.597,0.119,0.099,-0.635,-0.405,-0.517,-0.775
644,0.545,0.455,0.721,-0.839,0.729,-0.933,-0.903,0.093,0.117,-0.377
645,-0.541,-0.079,0.469,0.421,-0.073,0.745,0.831,-0.295,-0.069,-0.039
646,0.677,0.689,0.057,-0.741,0.727,-0.987,-0.567,0.925,0.697,-0.293
647,-0.869,0.663,0.673,0.185,-0.025,0.303,0.853,-0.109,0.137,-0.677
648,-0.743,0.229,-0.509,0.163,-0.595,0.733,0.939,0.197,0.519,-0.125
649,0.155,0.875,-0.277,-0.771,0.331,-0.969,0.025,0.849,0.553,-0.695
650,-0.357,-0.861,-0.591,-0.087,0.629,0.881,0.991,-0.785,-0.853,0.525
651,-0.387,-0.725,-0.771,-0.051,0.553,0.871,0.861,-0.565,-0.303,0.297
652,-0.185,-0.163,0.677,0.967,0.159,0.083,-0.685,0.245,0.309,0.645
653,0.861,0.101,-0.787,-0.745,-0.629,-0.785,-0.089,0.647,0.129,0.583
654,0.669,-0.743,0.769,-0.273,0.443,-0.005,0.279,-0.237,-0.143,0.755
655,0.169,-0.737,-0.113,-0.735,-0.949,0.201,0.657,-0.781,-0.507,0.343
656,-0.629,-0.531,-0.385,0.659,-0.859,0.899,-0.521,-0.965,-0.979,-0.563
657,0.841,0.163,-0.297,-0.757,-0.259,-0.805,-0.095,0.439,-0.209,0.589
658,-0.527,-0.711,0.507,0.857,-0.443,0.817,0.505,-0.847,-0.693,0.719
659,-0.727,0.309,0.563,0.445,-0.663,0.717,0.407,0.193,0.159,-0.505
660,0.937,-0.431,0.897,-0.835,-0.093,-0.747,-0.945,-0.085,-0.031,0.401
661,-0.263,-0.415,0.849,0.331,0.533,0.381,-0.213,0.033,0.127,0.399
662,-0.625,-0.781,-0.871,0.375,0.293,0.975,0.943,-0.749,-0.525,0.299
663,0.991,-0.425,0.005,-0.921,0.089,-0.759,0.099,0.117,-0.019,0.975
664,0.151,0.941,0.585,-0.669,-0.315,-0.677,0.797,0.951,0.731,-0.875
665,0.347,-0.945,-0.919,-0.443,0.397,0.047,-0.239,-0.521,-0.449,0.933
666,-0.741,-0.351,-0.655,0.947,-0.947,0.891,0.199,-0.919,-0.967,-0.461
667,0.081,0.727,0.981,-0.789,-0.149,-0.591,0.431,0.675,0.993,-0.165
668,-0.385,0.687,-0.899,0.101,-0.331,0.133,0.085,0.081,-0.043,-0.889
669,-0.383,0.799,0.007,-0.635,-0.975,-0.341,0.855,0.583,0.625,-0.785
670,0.973,-0.551,-0.685,-0.613,0.503,-0.415,-0.033,-0.101,-0.005,0.587
671,-0.477,-0.609,0.399,0.671,-0.591,0.761,0.089,-0.735,-0.537,0.711
672,-0.133,0.355,-0.111,-0.271,0.703,-0.213,0.463,0.739,0.613,0.585
673,0.711,0.417,-0.833,-0.873,0.085,-0.881,-0.305,-0.215,-0.411,-0.591
674,0.449,0.775,0.861,-0.749,0.905,-0.903,-0.273,0.747,0.651,-0.057
675,0.337,0.393,-0.135,-0.505,-0.747,-0.327,0.785,0.621,0.275,0.193
676,0.159,0.797,-0.109,-0.837,-0.935,-0.729,0.565,0.581,0.887,-0.905
677,0.521,-0.831,-0.809,-0.149,-0.365,-0.135,-0.719,-0.939,-0.887,0.387
678,0.643,0.135,0.109,0.321,0.207,-0.405,-0.663,0.869,-0.301,0.029
679,0.053,-0.557,0.939,0.979,0.303,0.239,-0.855,-0.395,-0.509,0.295
680,0.807,0.093,-0.533,-0.509,-0.403,-0.719,-0.505,0.135,0.269,0.251
681,-0.573,-0.103,-0.545,0.663,-0.801,0.647,0.433,-0.183,-0.325,0.555
682,0.045,0.915,-0.847,-0.243,-0.311,-0.517,0.515,0.791,0.947,-0.663
683,-0.493,-0.159,0.187,-0.275,-0.823,0.473,0.691,0.095,-0.309,0.479
684,0.153,-0.595,0.283,0.589,0.311,0.245,-0.523,-0.403,0.095,0.695
685,0.201,0.891,0.641,-0.625,0.707,-0.823,-0.077,0.279,0.263,-0.705
686,-0.551,-0.685,-0.417,0.985,0.381,0.829,0.001,-0.639,-0.789,0.487
687,-0.427,0.773,-0.107,0.017,0.513,-0.103,0.209,0.031,0.339,-0.709
688,-0.771,-0.175,0.431,0.411,0.389,0.619,0.367,0.391,-0.219,0.593
689,0.325,0.459,0.149,0.385,0.473,-0.535,-0.723,0.807,0.843,-0.509
690,-0.967,0.437,0.119,0.969,0.283,0.819,0.995,-0.345,-0.249,-0.859
691,-0.043,-0.233,-0.965,-0.255,0.961,0.285,0.387,-0.537,-0.333,-0.175
692,-0.757,-0.283,-0.483,0.111,-0.003,0.835,0.859,-0.005,0.133,0.699
693,-0.837,0.159,0.709,-0.007,-0.963,0.917,0.829,0.211,0.023,0.225
694,0.555,0.287,-0.647,0.137,0.601,-0.593,-0.715,0.813,0.749,-0.253
695,0.269,-0.397,0.749,0.833,0.723,0.037,-0.899,0.037,-0.211,0.285
696,-0.791,0.655,0.129,0.081,0.205,0.203,0.749,0.913,0.615,0.147
697,-0.981,0.173,-0.729,0.815,-0.533,0.789,0.299,-0.115,-0.587,-0.313
698,0.435,-0.301,-0.077,-0.551,0.617,-0.315,0.245,-0.575,-0.473,-0.145
699,-0.429,-0.199,0.441,0.753,0.351,0.387,-0.361,-0.767,-0.755,-0.643
700,0.243,-0.615,0.567,0.063,0.173,0.433,0.729,-0.567,-0.421,0.395
701,0.845,-0.775,-0.769,-0.721,-0.699,-0.379,-0.323,-0.821,-0.601,0.789
702,-0.897,0.327,0.525,0.689,-0.421,0.701,0.653,0.049,0.155,-0.415
703,0.501,-0.719,-0.957,-0.023,-0.427,0.167,-0.187,-0.491,-0.511,0.919
704,-0.301,-0.621,0.307,0.919,0.081,0.667,-0.001,-0.733,-0.367,0.393
705,0.869,-0.585,-0.125,-0.463,0.859,-0.547,-0.829,-0.581,-0.565,0.283
706,0.315,-0.767,-0.041,-0.379,-0.619,-0.043,-0.587,-0.949,-0.929,0.351
707,0.791,-0.071,0.723,-0.141,-0.633,-0.165,-0.627,0.743,0.765,0.563
708,-0.989,0.277,-0.577,0.897,-0.999,0.675,-0.067,-0.023,-0.369,-0.637
709,-0.517,0.559,0.029,-0.059,-0.143,0.075,0.923,0.375,0.259,-0.223
710,0.531,0.635,-0.889,-0.533,-0.499,-0.867,-0.355,0.363,0.801,-0.651
711,0.225,0.981,0.873,-0.647,0.183,-0.713,0.807,0.891,0.951,-0.967
712,0.087,0.571,0.191,0.029,0.461,-0.525,-0.407,0.649,0.745,-0.173
713,-0.303,-0.593,0.291,0.653,-0.283,0.509,-0.733,-0.607,0.333,0.215
714,-0.829,0.451,-0.817,0.537,0.229,0.449,-0.053,0.293,-0.439,-0.965
715,-0.809,0.693,0.403,0.965,-0.011,0.137,-0.341,0.923,0.953,-0.533
716,0.517,0.529,0.495,0.039,-0.111,-0.521,-0.705,0.827,0.645,-0.603
717,0.519,-0.487,0.467,0.095,0.075,-0.485,-0.863,0.861,0.735,0.375
718,-0.243,0.187,-0.197,0.349,0.555,0.031,-0.425,0.305,0.335,-0.205
719,0.985,-0.223,0.449,-0.489,0.249,-0.793,-0.563,0.707,0.867,0.727
720,0.637,0.463,0.819,-0.959,-0.021,-0.787,-0.227,0.011,0.849,-0.517
721,0.447,0.519,0.335,-0.821,-0.729,-0.755,-0.111,0.335,0.959,-0.491
722,-0.085,0.075,0.575,0.193,0.339,0.143,0.255,-0.285,-0.399,-0.099
723,-0.333,0.887,0.755,-0.285,0.187,-0.421,0.635,0.141,0.497,-0.989
724,-0.487,-0.195,-0.159,0.677,-0.333,0.225,-0.709,-0.289,-0.747,0.447
725,0.763,0.641,-0.793,-0.963,-0.127,-0.981,-0.657,0.269,0.983,-0.813
726,-0.675,0.085,-0.001,0.201,0.801,0.419,0.291,-0.373,0.181,-0.437
727,-0.057,0.453,-0.849,-0.315,-0.545,-0.221,0.415,-0.261,-0.091,-0.547
728,-0.019,0.311,0.157,0.817,0.407,-0.239,-0.939,0.633,0.949,-0.569
729,0.143,0.917,-0.479,0.025,0.269,-0.613,-0.003,0.909,0.381,-0.743
730,0.279,0.221,-0.631,-0.331,0.151,-0.399,-0.097,-0.329,-0.257,-0.359
731,-0.279,-0.797,-0.225,0.721,0.411,0.777,-0.105,-0.561,-0.743,0.677
732,-0.845,0.017,0.457,0.873,-0.967,0.893,0.555,-0.303,0.505,-0.317
733,0.491,0.731,0.535,-0.667,-0.107,-0.925,-0.477,0.405,0.879,-0.977
734,-0.307,-0.821,-0.163,0.771,0.917,0.793,-0.249,-0.801,-0.869,0.145
735,0.833,0.331,-0.095,-0.987,-0.593,-0.957,-0.659,0.401,0.491,-0.557
736,-0.207,-0.455,0.989,-0.501,-0.473,0.199,-0.119,-0.675,-0.543,-0.135
737,-0.985,0.091,-0.473,0.781,-0.639,0.887,0.751,-0.451,-0.493,-0.387
738,-0.391,0.071,0.797,-0.167,-0.589,0.531,0.097,0.273,-0.235,0.419
739,0.569,0.873,-0.115,-0.499,0.579,-0.715,0.327,0.785,0.209,-0.365
740,-0.805,0.095,0.503,0.519,-0.847,0.713,-0.041,-0.169,-0.035,0.449
741,0.073,-0.477,-0.735,0.917,-0.173,0.215,-0.955,-0.479,-0.661,-0.111
742,-0.039,0.971,-0.353,-0.215,0.697,-0.439,0.525,0.615,0.805,-0.781
743,0.079,0.839,-0.539,0.007,-0.221,-0.683,-0.345,0.961,0.873,-0.831
744,0.287,-0.879,-0.895,0.109,-0.163,0.299,-0.149,-0.741,-0.679,0.917
745,-0.491,-0.663,0.351,0.747,-0.911,0.715,-0.509,-0.751,-0.475,0.893
746,-0.619,0.895,0.489,-0.049,0.349,-0.127,0.605,0.393,0.425,-0.583
747,-0.547,-0.371,0.675,0.131,-0.503,0.663,0.375,-0.439,-0.317,0.361
748,0.313,-0.619,-0.091,0.059,-0.207,0.033,-0.547,-0.699,-0.915,0.293
749,-0.647,0.069,0.125,0.755,0.191,0.577,0.165,-0.251,0.811,-0.329
750,-0.445,-0.671,0.219,0.259,-0.181,0.705,0.837,-0.717,-0.899,0.377
751,-0.717,-0.579,-0.991,0.773,-0.199,0.877,-0.257,-0.819,-0.811,-0.069
752,-0.021,0.081,0.405,0.511,0.911,-0.013,-0.481,0.585,0.509,0.063
753,0.071,-0.017,0.317,0.365,0.541,-0.179,-0.519,0.447,0.005,0.127
754,-0.233,0.921,-0.949,-0.933,0.117,-0.743,0.833,0.529,0.535,-0.527
755,-0.891,0.201,0.979,0.531,-0.089,0.915,0.847,0.469,-0.105,0.195
756,-0.687,0.021,0.169,0.413,-0.557,0.575,-0.255,-0.067,-0.349,-0.129
757,-0.623,0.113,0.235,0.859,0.019,0.307,0.363,0.627,-0.067,0.707
758,0.965,-0.819,-0.231,-0.245,-0.223,-0.139,-0.383,-0.873,-0.903,0.319
759,-0.327,0.569,-0.679,0.281,0.011,-0.051,-0.287,0.369,-0.245,-0.429
760,0.539,-0.875,-0.183,0.181,-0.447,0.055,-0.637,-0.793,-0.687,0.961
761,-0.203,0.097,-0.151,-0.305,0.747,0.003,0.445,-0.591,-0.647,-0.393
762,0.339,0.325,-0.421,-0.281,-0.407,-0.353,0.139,-0.001,0.057,-0.161
763,0.397,-0.225,-0.481,0.577,-0.671,-0.023,-0.975,0.229,0.501,-0.033
764,-0.365,0.943,0.935,-0.337,0.307,-0.381,0.733,0.815,0.271,-0.287
765,-0.865,0.353,-0.587,0.701,-0.039,0.665,0.349,0.403,-0.137,-0.739
766,-0.883,0.263,0.025,0.239,0.355,0.783,0.873,0.103,0.001,-0.095
767,0.595,0.439,-0.897,-0.705,-0.483,-0.659,0.313,0.371,-0.051,-0.001
768,0.549,-0.149,0.653,-0.043,0.133,-0.369,-0.891,0.085,-0.403,-0.151
769,0.179,0.997,0.221,-0.447,0.435,-0.625,0.815,0.967,0.533,-0.911
770,-0.973,0.241,-0.123,0.629,0.841,0.883,0.649,0.779,0.189,-0.005
771,0.291,0.987,-0.449,-0.949,0.687,-0.941,0.603,0.687,0.901,-0.933
772,0.439,0.955,0.447,-0.955,0.915,-0.877,0.561,0.531,0.715,-0.489
773,-0.607,0.705,0.077,0.013,-0.865,-0.031,0.203,0.547,0.917,-0.501
774,-0.251,0.465,0.245,0.367,-0.743,-0.169,-0.543,0.729,0.667,-0.857
775,-0.217,0.219,-0.267,0.437,-0.189,0.089,0.373,0.881,0.349,0.667
776,0.885,-0.651,-0.093,-0.813,0.549,-0.471,0.055,-0.363,-0.665,0.659
777,-0.835,0.505,0.359,0.769,-0.761,0.601,0.231,0.735,0.071,-0.811
778,-0.581,-0.957,-0.799,0.945,0.685,0.945,-0.313,-0.865,-0.987,0.941
779,0.049,-0.847,0.727,-0.663,-0.789,0.357,0.659,-0.993,-0.969,0.095
780,0.267,-0.973,-0.121,-0.101,0.445,0.237,0.435,-0.841,-0.751,0.835
781,-0.359,0.721,-0.179,-0.319,0.641,-0.283,0.405,-0.157,-0.041,-0.653
782,0.161,-0.901,0.713,0.739,0.257,0.527,-0.559,-0.689,-0.641,0.869
783,-0.615,-0.005,-0.551,0.643,-0.793,0.571,-0.173,-0.197,-0.393,0.043
784,0.587,0.611,-0.699,-0.457,0.129,-0.887,-0.473,0.513,0.035,-0.159
785,-0.103,0.601,-0.525,-0.239,-0.441,-0.335,0.597,0.637,0.809,0.003
786,-0.255,-0.405,0.085,0.989,-0.833,0.579,-0.821,-0.513,-0.971,0.313
787,0.827,0.577,-0.347,-0.979,-0.347,-0.985,-0.333,0.657,0.743,-0.673
788,-0.701,0.691,0.969,0.209,0.535,0.171,0.381,0.077,-0.285,-0.513
789,-0.335,-0.467,0.423,-0.117,-0.573,0.685,0.787,-0.203,-0.279,0.759
790,0.941,0.395,-0.633,-0.983,0.529,-0.963,-0.725,-0.043,0.343,-0.289
791,-0.651,-0.169,0.801,0.877,-0.653,0.653,-0.607,-0.151,0.855,-0.971
792,0.963,-0.135,0.891,-0.763,0.403,-0.791,-0.765,0.217,0.835,0.453
793,-0.455,-0.771,-0.945,0.033,0.803,0.949,0.757,-0.557,-0.857,0.607
794,0.867,-0.845,-0.305,-0.355,0.493,-0.275,-0.711,-0.713,-0.337,0.693
795,-0.161,-0.655,-0.725,0.927,-0.965,0.703,-0.347,-0.987,-0.569,0.567
796,-0.643,0.213,0.539,0.061,-0.529,0.739,0.485,0.263,-0.003,0.529
797,0.283,-0.633,-0.779,0.005,0.165,0.125,-0.141,-0.465,-0.501,0.511
798,-0.065,0.711,-0.747,-0.287,-0.043,-0.685,-0.497,0.409,0.015,-0.467
799,-0.221,-0.435,0.445,-0.003,-0.959,0.481,-0.631,-0.355,0.257,0.915
800,0.623,0.587,0.267,-0.945,0.433,-0.989,-0.667,0.829,0.237,-0.241
801,0.301,0.307,0.185,-0.403,0.653,-0.645,-0.135,0.653,0.221,0.407
802,0.697,0.633,-0.293,-0.691,0.401,-0.931,-0.931,-0.131,0.239,-0.757
803,-0.067,-0.841,-0.583,0.245,-0.955,0.457,-0.997,-0.953,-0.917,0.631
804,-0.283,-0.547,-0.333,0.637,-0.511,0.655,-0.527,-0.697,-0.763,-0.179
805,-0.311,0.251,0.893,-0.203,0.875,0.023,0.639,0.381,0.479,0.389
806,-0.863,-0.483,-0.423,0.549,-0.343,0.933,0.737,-0.761,-0.829,-0.257
807,-0.951,0.189,0.617,0.695,0.405,0.905,0.969,0.137,0.417,-0.133
808,-0.239,0.065,0.175,0.743,-0.547,0.181,-0.835,0.235,0.463,-0.045
809,-0.827,-0.083,0.871,0.317,-0.917,0.809,-0.123,0.169,0.231,-0.369
810,-0.403,-0.715,-0.801,0.951,0.669,0.707,-0.575,-0.629,-0.907,0.153
811,-0.339,-0.275,0.663,-0.321,-0.609,0.451,0.557,-0.861,-0.841,-0.893
812,0.899,-0.779,0.163,-0.653,0.717,-0.495,-0.329,-0.555,-0.361,0.569
813,0.051,0.819,-0.611,-0.527,-0.531,-0.641,0.615,0.783,0.979,-0.611
814,0.001,-0.013,0.265,0.705,-0.857,0.169,-0.315,0.553,-0.133,0.845
815,0.779,-0.187,-0.903,-0.601,0.041,-0.519,0.161,0.577,-0.001,0.923
816,0.793,0.369,-0.767,-0.565,-0.843,-0.745,-0.665,0.131,-0.079,-0.465
817,-0.597,-0.567,-0.295,0.691,-0.769,0.837,0.759,-0.377,-0.275,0.849
818,-0.563,-0.341,0.463,0.401,0.497,0.801,0.719,0.079,-0.159,0.613
819,0.719,-0.587,-0.161,-0.075,-0.541,-0.143,-0.961,-0.457,-0.415,0.151
820,-0.855,0.823,0.231,-0.013,-0.867,-0.029,0.611,0.963,0.055,-0.283
821,-0.261,-0.583,-0.909,0.347,-0.717,0.421,-0.621,-0.635,0.019,0.031
822,-0.111,0.533,-0.045,0.337,0.877,-0.119,-0.507,-0.125,0.135,-0.951
823,0.085,0.579,-0.797,-0.391,-0.211,-0.419,0.275,-0.147,0.143,-0.755
824,0.407,-0.129,-0.911,-0.483,-0.239,-0.115,0.355,-0.517,-0.827,-0.085
825,0.881,0.223,0.339,-0.217,0.823,-0.845,-0.761,0.763,0.393,-0.041
826,0.207,-0.311,0.263,0.551,-0.383,-0.059,-0.965,0.503,0.139,0.509
827,-0.907,0.195,-0.415,0.529,-0.731,0.885,0.929,0.431,0.799,0.411
828,0.979,-0.347,0.137,-0.709,0.683,-0.875,-0.767,0.063,-0.155,0.705
829,-0.037,-0.031,0.277,-0.481,-0.811,0.019,0.223,0.155,0.233,0.581
830,0.273,0.011,0.933,0.217,0.255,-0.117,-0.801,0.359,0.283,-0.155
831,-0.703,-0.133,-0.419,0.555,-0.927,0.633,0.213,-0.155,-0.341,0.643
832,0.713,0.583,0.983,-0.605,0.121,-0.869,-0.979,0.317,0.819,-0.803
833,-0.013,-0.705,0.269,0.369,-0.241,0.411,0.189,-0.507,-0.675,0.853
834,0.055,-0.787,0.491,-0.121,-0.509,0.637,0.627,-0.663,-0.319,0.497
835,0.217,-0.069,-0.363,0.065,0.949,0.045,-0.211,-0.273,-0.247,-0.295
836,-0.963,0.717,-0.289,0.393,0.079,0.645,0.903,0.593,-0.163,-0.457
837,-0.189,-0.527,-0.811,-0.317,-0.327,0.595,0.945,-0.515,-0.463,0.259
838,-0.069,0.859,0.747,-0.785,-0.827,-0.629,0.583,0.535,-0.033,-0.997
839,0.725,0.527,0.383,-0.815,0.277,-0.853,-0.215,0.185,0.637,-0.199
840,0.601,-0.117,-0.569,0.231,0.049,-0.191,-0.747,-0.003,0.061,-0.079
841,-0.575,0.357,0.705,0.019,-0.439,0.343,0.181,-0.035,0.171,-0.445
842,-0.903,0.509,-0.331,0.591,0.147,0.439,0.177,-0.179,0.865,-0.991
843,-0.025,-0.123,-0.681,0.609,0.057,-0.195,-0.641,0.345,-0.227,0.489
844,-0.587,-0.667,0.739,0.791,0.449,0.729,0.429,-0.089,-0.167,0.775
845,0.233,0.957,0.305,-0.683,0.301,-0.831,0.537,0.911,0.933,-0.601
846,-0.657,-0.479,0.013,0.293,-0.923,0.843,0.507,-0.631,-0.265,0.527
847,0.181,-0.381,0.813,-0.113,0.885,0.519,0.745,-0.231,0.033,0.655
848,-0.275,-0.733,0.657,0.001,-0.513,0.497,-0.277,-0.945,-0.961,0.289
849,-0.011,0.951,0.591,-0.367,0.141,-0.803,0.039,0.921,0.655,-0.869
850,-0.147,-0.565,-0.373,0.805,-0.617,0.195,-0.625,-0.619,-0.233,0.751
851,0.077,0.821,0.869,0.459,0.975,-0.449,-0.449,0.871,0.895,-0.915
852,0.437,-0.361,-0.581,0.499,-0.489,-0.041,-0.793,-0.167,0.031,0.689
853,0.783,-0.863,0.097,-0.021,-0.449,0.021,-0.199,-0.627,-0.729,0.767
854,0.747,-0.921,-0.669,-0.389,-0.099,-0.237,-0.885,-0.875,-0.873,0.783
855,0.959,-0.127,0.647,-0.863,0.559,-0.779,-0.557,-0.225,0.179,0.235
856,-0.179,-0.723,0.439,0.487,0.883,0.629,0.243,0.195,-0.199,0.927
857,-0.113,-0.029,-0.169,0.639,-0.881,0.227,-0.603,0.107,-0.405,0.385
858,0.789,-0.887,0.609,0.177,0.367,-0.281,-0.973,-0.075,-0.375,0.985
859,0.799,0.103,0.771,-0.671,-0.245,-0.621,-0.809,-0.015,0.961,-0.023
860,-0.537,0.609,0.259,0.475,-0.055,0.287,0.499,0.795,0.859,-0.119
861,0.185,0.433,-0.237,-0.157,-0.643,-0.411,-0.879,-0.069,0.431,-0.701
862,0.997,-0.679,0.035,-0.997,-0.165,-0.611,-0.781,-0.797,-0.741,0.089
863,0.951,-0.209,-0.535,-0.903,0.145,-0.815,-0.827,-0.657,-0.805,-0.261
864,0.607,-0.645,-0.157,-0.513,0.865,-0.053,0.423,-0.853,-0.595,0.199
865,-0.215,-0.959,-0.275,0.975,0.989,0.987,0.471,-0.925,-0.749,0.791
866,0.465,0.627,-0.429,-0.345,-0.023,-0.669,-0.381,0.053,0.507,-0.417
867,0.255,0.489,-0.371,-0.073,-0.309,-0.245,-0.269,-0.201,0.077,-0.835
868,-0.033,0.673,0.053,-0.871,-0.973,-0.487,0.823,0.523,0.679,-0.371
869,0.093,0.499,0.427,-0.081,-0.459,-0.359,-0.229,0.839,-0.087,-0.131
870,-0.213,0.833,0.331,0.023,0.607,-0.491,-0.201,0.329,0.327,-0.727
871,-0.199,0.605,-0.795,-0.135,0.469,-0.467,-0.393,0.069,0.115,-0.609
872,0.317,0.907,0.211,-0.849,-0.159,-0.909,0.427,0.831,0.839,-0.897
873,0.441,-0.287,0.929,-0.155,-0.645,-0.149,-0.843,0.715,0.487,0.057
874,0.083,-0.181,-0.447,0.113,-0.329,0.103,-0.493,-0.415,-0.527,-0.211
875,0.295,-0.155,-0.527,0.333,-0.981,0.025,-0.645,0.125,-0.085,0.931
876,0.303,0.271,-0.593,-0.411,0.113,-0.445,0.183,0.083,0.719,0.053
877,0.675,-0.575,0.655,-0.585,0.231,-0.181,0.647,-0.313,-0.217,0.421
878,0.573,-0.537,-0.517,-0.127,-0.429,-0.131,-0.303,-0.219,-0.843,0.805
879,0.767,0.479,-0.467,-0.085,0.937,-0.771,-0.565,0.973,0.605,-0.171
880,0.821,-0.299,0.107,-0.415,-0.307,-0.555,-0.459,0.323,0.289,0.761
881,0.897,-0.641,-0.409,-0.207,0.627,-0.501,-0.859,0.115,0.225,0.601
882,0.251,0.729,0.671,-0.767,0.869,-0.571,0.803,-0.311,0.975,-0.759
883,-0.759,-0.095,-0.153,0.847,-0.635,0.623,-0.193,-0.423,-0.821,0.167
884,-0.621,-0.661,0.805,0.977,0.613,0.947,0.981,-0.299,-0.529,0.639
885,0.547,0.863,-0.863,-0.989,0.955,-0.975,-0.495,0.167,0.877,-0.999
886,-0.375,-0.003,0.957,0.569,0.867,0.241,0.087,-0.897,-0.701,-0.529
887,-0.193,0.931,0.735,-0.817,0.179,-0.857,0.365,0.697,0.987,-0.885
888,-0.617,0.217,-0.597,0.091,-0.875,0.185,-0.057,0.423,-0.101,0.485
